City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,georgetown,5.4112,100.3354,31.96,66,20,3.6,MY,1730271154
285,chilliwack,49.1747,-121.9443,8.03,95,100,0.51,CA,1730271009
286,east london,-33.0153,27.9116,15.52,88,100,6.69,ZA,1730271248
287,golhisar,37.1459,29.5088,13.07,38,57,1.69,TR,1730271250
288,dali,25.7,100.1833,20.41,51,100,2.6,CN,1730270823
289,coquimbo,-29.9533,-71.3436,14.85,84,100,2.57,CL,1730271252
290,mount isa,-20.7333,139.5,28.87,51,75,7.2,AU,1730271253
291,starke,29.9441,-82.1098,20.07,99,0,3.09,US,1730271255
292,khorixas,-20.3667,14.9667,24.23,18,0,2.67,NA,1730271256
293,olinda,-8.0089,-34.8553,25.85,69,20,3.6,BR,1730271257
294,hualien city,23.9769,121.6044,27.4,90,100,4.21,TW,1730271259
295,kismayo,-0.3582,42.5454,28.8,64,17,3.49,SO,1730271260
296,mariental,-24.6333,17.9667,22.21,31,0,5.87,NA,1730271261
297,mogok,22.9167,96.5,23.51,64,29,1.78,MM,1730271263
298,macapa,0.0389,-51.0664,25.99,89,100,2.57,BR,1730271264
299,saint-joseph,-21.3667,55.6167,26.21,73,82,6.38,RE,1730271266
300,tenenkou,14.4572,-4.9169,25.95,30,64,2.87,ML,1730271267
301,amherstburg,42.1168,-83.0499,21.1,67,0,6.69,CA,1730271269
302,masterton,-40.9597,175.6575,7.81,93,9,1.67,NZ,1730271270
303,queenstown,-31.8976,26.8753,13.04,61,78,3.67,ZA,1730271272
304,mogadishu,2.0371,45.3438,27.62,69,8,2.64,SO,1730271273
305,turpan,42.9333,89.1667,17.38,34,100,0.78,CN,1730271274
306,morazan,15.3167,-87.6,21.19,98,100,0.92,HN,1730271276
307,weinan,34.5036,109.5089,14.71,87,100,2.63,CN,1730271277
308,rio rancho,35.2334,-106.6645,12.3,24,2,2.24,US,1730271162
309,cannonvale,-20.2833,148.7,24.66,61,0,6.06,AU,1730271280
310,palmer,42.1584,-72.3287,11.02,79,100,2.06,US,1730271281
311,bubaque,11.2833,-15.8333,27.46,75,94,3.88,GW,1730271282
312,nemuro,43.3236,145.575,11.3,67,36,1.4,JP,1730271283
313,ornskoldsvik,63.2909,18.7153,3.53,65,0,11.32,SE,1730271285
314,watsa,3.0372,29.5355,25.24,70,7,0.66,CD,1730271286
315,gay,51.4666,58.4552,2.11,60,8,2.03,RU,1730271287
316,miquelon,47.0975,-56.3814,4.24,68,72,5.27,PM,1730271289
317,itoman,26.1247,127.6694,30.22,79,75,6.17,JP,1730271290
318,ingeniero jacobacci,-41.3427,-69.5448,16.68,21,97,0.49,AR,1730271291
319,poyarkovo,49.6,128.6833,9.65,50,98,3.64,RU,1730271293
320,aljezur,37.3191,-8.8033,14.29,89,100,3.35,PT,1730271294
321,port lincoln,-34.7333,135.8667,19.84,52,7,5.37,AU,1730271295
322,mao,39.8885,4.2658,21.31,94,75,7.72,ES,1730271297
323,princeville,45.7668,-61.2985,-1.24,85,0,1.54,CA,1730271298
324,klodawa,52.2545,18.9135,12.09,90,100,4.45,PL,1730271299
325,colonia,50.9333,6.95,13.31,92,100,1.54,DE,1730271301
326,kerman,30.2832,57.0788,17.92,34,0,2.06,IR,1730271302
327,ponta delgada,37.7333,-25.6667,18.44,88,20,2.57,PT,1730271303
328,khanbari,27.3747,87.2039,26.9,65,16,2.41,NP,1730271305
329,joao pinheiro,-17.7425,-46.1725,19.58,92,100,2.07,BR,1730271306
330,usakos,-22.0,15.6,25.8,19,0,8.14,NA,1730271307
331,gamba,-2.65,10.0,25.35,85,100,2.49,GA,1730271309
332,nyurba,63.2842,118.3319,-16.98,97,49,0.77,RU,1730271310
333,kavaratti,10.5669,72.642,27.74,66,15,1.04,IN,1730271311
334,ha'il,27.5219,41.6907,19.01,82,0,3.09,SA,1730271313
335,north ward,-19.2454,146.8075,27.95,57,20,6.69,AU,1730271314
336,hauterive,46.0901,3.4459,10.75,96,0,0.75,FR,1730271315
337,emerald,-23.5333,148.1667,33.1,18,1,2.25,AU,1730271316
338,kirakira,-10.4544,161.9205,27.52,78,87,1.56,SB,1730271318
339,constantia,44.1833,28.65,9.38,65,57,2.88,RO,1730271319
340,moneteau,47.8492,3.5818,9.88,95,3,1.85,FR,1730271320
341,tajerouine,35.8917,8.5528,18.41,73,62,1.56,TN,1730271322
342,sitka,57.0531,-135.33,10.94,54,100,11.83,US,1730271105
343,cheongsong gun,36.4335,129.057,17.05,57,0,0.77,KR,1730271324
344,arno,60.1167,18.6333,5.9,85,100,4.0,SE,1730271326
345,waddan,29.1614,16.139,19.39,66,0,1.5,LY,1730271327
346,ta`u,-14.2336,-169.5144,26.79,81,100,8.1,AS,1730271328
347,namdrik,5.5994,168.1028,25.7,86,100,0.75,MH,1730271330
348,mumbwa,-14.9783,27.0619,27.77,48,10,2.5,ZM,1730271331
349,yallahs,17.8748,-76.5624,28.85,87,100,2.89,JM,1730271332
350,derzhavinsk,51.1,66.3167,2.22,93,100,3.65,KZ,1730271334
351,amungan,15.3652,119.9582,27.0,84,100,2.44,PH,1730271335
352,kapuskasing,49.4169,-82.4331,8.05,100,100,1.54,CA,1730271336
353,alesund,62.4723,6.1549,9.86,81,75,11.32,NO,1730271338
354,pemba,-12.974,40.5178,29.39,79,20,7.29,MZ,1730271339
355,kuraymah,18.55,31.85,27.39,23,1,5.04,SD,1730271340
356,kotido,2.9806,34.1331,27.21,34,9,4.86,UG,1730271342
357,bundaberg,-24.85,152.35,23.94,62,1,4.04,AU,1730271343
358,quellon,-43.1167,-73.6167,9.62,96,96,3.33,CL,1730271344
359,mishelevka,52.8575,103.1719,7.03,55,98,1.61,RU,1730271345
360,aibak,36.2647,68.0155,13.61,61,0,1.93,AF,1730271347
361,sterling,39.0062,-77.4286,12.53,82,0,0.0,US,1730271348
362,tuensang,26.2833,94.8333,24.84,59,14,1.7,IN,1730271349
363,chos malal,-37.3781,-70.2709,20.31,46,0,2.98,AR,1730271351
364,dudinka,69.4058,86.1778,-12.77,97,100,2.66,RU,1730271352
365,odienne,9.51,-7.5692,22.41,88,100,0.91,CI,1730271353
366,fuling,29.7022,107.3919,26.13,39,0,1.92,CN,1730271355
367,ha giang,22.8333,104.9833,30.9,50,12,1.52,VN,1730271356
368,tindouf,27.6711,-8.1474,12.25,76,0,5.14,DZ,1730271357
369,pelabuhanratu,-6.9875,106.5514,32.81,58,81,3.81,ID,1730271358
370,verkhnevilyuysk,63.4453,120.3167,-16.46,96,99,0.66,RU,1730271360
371,freetown,8.484,-13.2299,25.27,84,54,0.74,SL,1730271361
372,easley,34.8298,-82.6015,15.92,91,100,0.45,US,1730271362
373,tura,25.5198,90.2201,28.73,60,8,2.21,IN,1730271364
374,fristad,65.2,16.7167,0.68,55,1,6.08,SE,1730271365
375,alta,69.9689,23.2717,0.66,84,100,14.31,NO,1730271366
376,rabaul,-4.1967,152.1721,28.65,72,75,3.59,PG,1730271368
377,trairi,-3.2778,-39.2689,25.44,78,100,5.63,BR,1730271369
378,bridgeport,41.167,-73.2048,16.16,92,75,0.89,US,1730271370
379,imperatriz,-5.5264,-47.4917,27.03,54,0,2.06,BR,1730271371
380,dodge city,37.7528,-100.0171,23.14,58,0,12.35,US,1730271102
381,macae,-22.3708,-41.7869,20.86,94,100,1.54,BR,1730271375
382,egilsstadir,65.2653,-14.3948,3.95,60,75,2.57,IS,1730271376
383,newnham,-41.3833,147.1333,17.53,59,100,8.75,AU,1730271377
384,rongelap,11.1635,166.8941,28.58,79,100,6.85,MH,1730271378
385,taroa,8.7058,171.2275,28.57,75,97,5.73,MH,1730271380
386,ixtapa,20.7,-105.2,24.57,78,0,1.54,MX,1730271381
387,selfoss,63.9331,-20.9971,2.25,86,100,1.76,IS,1730271382
388,forbesganj,26.3,87.25,31.47,50,5,1.48,IN,1730271384
389,keelung,25.1283,121.7419,23.94,91,100,7.6,TW,1730271385
390,jeremie,18.65,-74.1167,27.07,85,100,3.56,HT,1730271386
391,mirny,62.5353,113.9611,-13.87,96,100,1.37,RU,1730271388
392,guiberoua,6.2392,-6.1727,22.19,99,99,0.69,CI,1730271389
393,bandarbeyla,9.4942,50.8122,28.05,61,7,5.0,SO,1730271390
394,kingston,17.997,-76.7936,28.53,74,40,0.51,JM,1730271392
395,toliara,-23.35,43.6667,32.89,44,55,1.8,MG,1730271393
396,belyy yar,53.6039,91.3903,3.94,52,0,8.0,RU,1730271395
397,belomorsk,64.5232,34.7668,2.61,97,100,4.61,RU,1730271396
398,ribeira brava,32.65,-17.0667,20.4,69,0,2.15,PT,1730271397
399,dunedin,-45.8742,170.5036,12.67,82,100,1.34,NZ,1730271181
400,bechar,31.6167,-2.2167,11.18,46,0,0.0,DZ,1730271400
401,williams lake,52.1415,-122.1445,4.47,72,0,7.72,CA,1730271401
402,bonab,37.3404,46.0561,10.25,43,0,2.06,IR,1730271404
403,tateyama,34.9833,139.8667,19.77,81,100,3.8,JP,1730271405
404,zuunmod,47.7069,106.9528,6.57,51,6,2.71,MN,1730271407
405,mogocha,53.7333,119.7667,1.19,76,100,1.04,RU,1730271408
406,san pedro,14.35,121.0167,29.57,83,75,7.2,PH,1730271409
407,shinas,24.7433,56.4658,31.91,34,0,2.85,OM,1730271411
408,st. john's,47.5649,-52.7093,1.82,93,100,4.12,CA,1730271412
409,pansemal,21.65,74.7,33.45,30,2,3.2,IN,1730271413
410,bani walid,31.7566,13.9942,19.07,82,5,1.81,LY,1730271414
411,waveland,30.2869,-89.3762,22.29,84,0,4.24,US,1730271416
412,ulladulla,-35.35,150.4667,19.4,75,4,3.27,AU,1730271418
413,knoxville,35.9606,-83.9207,14.58,88,100,0.89,US,1730271419
414,jinka,5.65,36.65,22.14,67,66,1.18,ET,1730271420
415,lakatoro,-16.0999,167.4164,25.55,82,100,1.6,VU,1730271421
416,xianyang,34.3378,108.7026,15.58,94,100,5.0,CN,1730271423
417,tostado,-29.232,-61.7692,18.32,71,0,4.82,AR,1730271425
418,bridgewater,44.3835,-64.5155,1.82,87,24,2.06,CA,1730271426
419,posto fiscal rolim de moura,-13.0833,-62.2667,24.62,77,100,1.13,BR,1730271428
420,hinton,53.4001,-117.5857,-2.94,87,33,3.28,CA,1730271429
421,kolonia,50.9333,6.95,13.31,92,100,1.54,DE,1730271301
422,iwon-up,40.3231,128.6553,17.57,57,7,3.57,KP,1730271432
423,conception bay south,47.4999,-52.9981,1.69,93,100,7.72,CA,1730271433
424,holualoa,19.6228,-155.9522,22.13,78,8,1.37,US,1730271435
425,liaozhong,41.5061,122.7242,15.03,41,97,1.48,CN,1730271436
426,tarauaca,-8.1614,-70.7656,22.55,86,9,1.11,BR,1730271437
427,mosjoen,65.836,13.1908,2.29,75,75,2.06,NO,1730271439
428,codrington,-38.2667,141.9667,14.95,65,100,7.21,AU,1730271440
429,erechim,-27.6342,-52.2739,13.27,93,0,1.6,BR,1730271441
430,sainte catherine de la jacques cartier,46.8524,-71.6206,5.5,90,100,3.09,CA,1730271443
431,bathsheba,13.2167,-59.5167,26.34,89,20,2.57,BB,1730271444
432,richards bay,-28.783,32.0377,23.13,54,83,4.81,ZA,1730271445
433,port douglas,-16.4833,145.4667,25.64,68,3,5.51,AU,1730271447
434,tanguieta,10.6212,1.2665,25.13,57,100,1.22,BJ,1730271448
435,christchurch,-43.5333,172.6333,13.28,69,26,5.66,NZ,1730271223
436,kukmor,56.1855,50.8944,3.21,96,100,4.27,RU,1730271450
437,san matias,-16.3667,-58.4,22.85,90,100,0.74,BO,1730271452
438,shingu,33.7333,135.9833,20.02,62,100,2.83,JP,1730271453
439,novyy urgal,51.0736,132.5642,3.43,64,100,2.1,RU,1730271454
440,luang prabang,19.8856,102.1347,30.98,66,20,1.03,LA,1730271456
441,qa'en,33.7265,59.1844,16.07,26,0,1.52,IR,1730271457
442,al bawiti,28.3492,28.8659,19.72,60,0,4.27,EG,1730271458
443,hell-ville,-13.4,48.2667,30.93,74,20,3.09,MG,1730271460
444,sisimiut,66.9395,-53.6735,-7.88,69,98,6.79,GL,1730271461
445,minab,27.1467,57.0801,33.15,16,5,4.67,IR,1730271462
446,kone,-21.0595,164.8658,22.98,68,76,2.78,NC,1730271466
447,oktyabr'skiy,54.4815,53.471,3.62,76,99,5.81,RU,1730271467
448,alibag,18.6411,72.8792,29.88,64,3,1.79,IN,1730271468
449,city beach,-31.9365,115.7599,30.01,45,18,7.72,AU,1730271470
450,susuman,62.7833,148.1667,-14.75,91,100,2.55,RU,1730271471
451,gadzhiyevo,69.2551,33.3362,0.14,88,100,6.56,RU,1730271472
452,overath,50.9328,7.2839,12.99,89,100,1.54,DE,1730271474
453,kazan,55.7887,49.1221,5.34,88,100,3.05,RU,1730271475
454,bengkulu,-3.8004,102.2655,29.86,68,54,4.29,ID,1730271476
455,saint-louis,16.3333,-15.0,26.64,25,24,3.79,SN,1730271478
456,praia da vitoria,38.7333,-27.0667,19.14,82,75,3.35,PT,1730271479
457,severo-yeniseyskiy,60.3725,93.0408,-3.63,90,100,3.57,RU,1730271480
458,keningau,5.3378,116.1602,30.92,59,80,2.1,MY,1730271482
459,linfen,36.0889,111.5189,16.32,66,100,1.64,CN,1730271483
460,ulsteinvik,62.3432,5.8487,9.86,83,100,5.36,NO,1730271485
461,kingscliff,-28.2667,153.5667,23.3,73,100,4.63,AU,1730271486
462,hadibu,12.65,54.0333,28.38,53,5,3.55,YE,1730271487
463,tazovsky,67.4667,78.7,-4.11,95,100,3.08,RU,1730271489
464,kulhudhuffushi,6.6221,73.07,28.09,75,100,3.73,MV,1730271490
465,chernyshevskiy,63.0128,112.4714,-14.25,93,93,0.61,RU,1730271491
466,jalalabad,34.4265,70.4515,26.63,36,0,0.33,AF,1730271492
467,puerto leguizamo,-0.1934,-74.7819,20.35,99,49,0.8,CO,1730271494
468,aykhal,66.0,111.5,-19.82,100,55,2.07,RU,1730271495
469,aldan,58.6031,125.3894,-11.16,93,92,0.15,RU,1730271496
470,ballinasloe,53.3275,-8.2194,11.94,93,100,1.16,IE,1730271498
471,touros,-5.1989,-35.4608,24.56,78,100,5.47,BR,1730271499
472,shushi,39.7589,46.7492,7.97,69,71,1.7,AZ,1730271500
473,siddapur,14.3333,74.8833,28.52,59,34,1.18,IN,1730271502
474,aksu,41.1231,80.2644,15.95,28,44,3.57,CN,1730271503
475,makinsk,52.6292,70.4169,2.57,79,98,3.81,KZ,1730271504
476,howard springs,-12.497,131.047,32.21,71,100,5.93,AU,1730271505
477,chabahar,25.2919,60.643,29.0,60,0,2.04,IR,1730271507
478,taro,-8.3862,115.28,27.48,66,100,1.47,ID,1730271508
479,pacocha,-17.5833,-71.3333,16.42,90,100,1.51,PE,1730271510
480,maebaru-chuo,33.55,130.2,23.17,66,94,6.29,JP,1730271511
481,jikamshi,12.1733,7.7742,23.18,21,40,4.36,NG,1730271512
482,sakhipur,24.3,90.1833,31.64,54,33,1.72,BD,1730271514
483,qamdo,31.1667,97.2333,12.78,26,0,3.89,CN,1730271515
484,iranshahr,27.2025,60.6848,31.19,18,0,2.06,IR,1730271516
485,saldanha,-33.0117,17.9442,19.03,70,0,6.1,ZA,1730271518
486,la pintana,-33.5833,-70.6342,19.81,55,2,0.86,CL,1730271519
487,kuhmo,64.1333,29.5167,4.28,69,100,6.82,FI,1730271520
488,bodo,67.28,14.405,3.02,75,75,6.17,NO,1730271522
489,hargeysa,9.56,44.065,25.32,51,0,2.41,SO,1730271523
490,musoma,-1.5,33.8,27.72,44,1,0.88,TZ,1730271524
491,mhangura,-16.8939,30.1683,28.61,42,43,3.69,ZW,1730271526
492,kupjansk,49.7209,37.5998,7.14,67,85,1.05,UA,1730271527
493,alto barinas,8.5931,-70.2261,22.33,93,99,1.77,VE,1730271528
494,aracati,-4.5617,-37.7697,23.44,73,100,2.96,BR,1730271530
495,bakchar,57.0186,82.0711,0.46,93,100,4.3,RU,1730271532
496,siwa oasis,29.2041,25.5195,19.73,61,0,1.8,EG,1730271533
497,yahualica de gonzalez gallo,21.1333,-102.85,15.53,56,7,1.95,MX,1730271534
498,stupino,54.9008,38.0708,3.54,79,100,3.83,RU,1730271536
499,muisne,0.6,-80.0333,23.47,86,100,4.64,EC,1730271537
500,mountain home,43.133,-115.6912,-0.29,69,0,2.68,US,1730271539
501,mwene-ditu,-7.0,23.45,19.81,98,100,2.44,CD,1730271540
502,pemangkat,1.1667,108.9667,30.24,71,49,10.45,ID,1730271541
503,lerwick,60.1545,-1.1494,9.37,74,100,8.73,GB,1730271542
504,banapur,19.7833,85.1833,29.4,69,20,3.71,IN,1730271544
505,shenjiamen,29.9576,122.298,21.95,74,100,7.6,CN,1730271545
506,talcahuano,-36.7167,-73.1167,11.82,100,100,2.57,CL,1730271546
507,coahuayana de hidalgo,18.7,-103.6583,24.17,96,4,1.72,MX,1730271548
508,rapla,59.0072,24.7928,8.27,95,100,4.7,EE,1730271549
509,san borja,-14.8167,-66.85,23.61,85,44,1.28,BO,1730271550
510,nogent-le-rotrou,48.3333,1.0,10.83,99,0,3.24,FR,1730271552
511,newman,37.3138,-121.0208,11.14,70,6,1.34,US,1730271553
512,ilhabela,-23.7781,-45.3581,21.29,94,74,2.56,BR,1730271554
513,puerto san jose,13.9256,-90.8244,24.93,88,100,2.35,GT,1730271556
514,fauske,67.2588,15.3918,1.64,73,100,7.21,NO,1730271557
515,corner brook,48.9667,-57.9484,-1.18,85,13,1.11,CA,1730271559
516,amahai,-3.3333,128.9167,30.21,65,29,4.35,ID,1730271560
517,san luis de la loma,17.2706,-100.8939,25.18,84,16,2.14,MX,1730271562
518,humaita,-7.5061,-63.0208,23.93,65,26,1.63,BR,1730271563
519,tammela,60.8104,23.7682,5.98,78,8,5.95,FI,1730271564
520,sinan,34.8262,126.1086,16.8,67,3,8.25,KR,1730271566
521,sao geraldo do araguaia,-6.4006,-48.555,24.99,63,94,1.15,BR,1730271567
522,la ronge,55.1001,-105.2842,-3.86,80,75,1.54,CA,1730271569
523,badiyah,22.45,58.8,31.09,36,0,2.54,OM,1730271570
524,santa maria,-29.6842,-53.8069,17.56,96,85,3.03,BR,1730271288
525,putian,25.4394,119.0103,23.59,55,92,6.27,CN,1730271573
526,mont-laurier,46.5501,-75.4993,8.57,98,100,2.79,CA,1730271574
527,zhoushan,30.0108,122.2047,21.86,74,100,7.34,CN,1730271575
528,tahoua,14.8888,5.2692,19.99,42,0,2.57,NE,1730271576
529,inhambane,-23.865,35.3833,26.99,83,75,0.0,MZ,1730271578
530,kuala belait,4.5833,114.1833,30.05,68,72,2.31,BN,1730271579
531,nambucca heads,-30.65,153.0,20.05,71,0,6.06,AU,1730271580
532,san antonio,29.4241,-98.4936,24.58,86,75,3.09,US,1730271582
533,jayapura,-2.5333,140.7,32.66,72,6,2.94,ID,1730271583
534,swakopmund,-22.6833,14.5333,12.21,89,0,3.13,NA,1730271584
535,port blair,11.6667,92.75,28.62,72,90,2.31,IN,1730271586
536,mata-utu,-13.2816,-176.1745,27.63,75,92,2.46,WF,1730271587
537,novyy urengoy,66.0833,76.6333,-3.22,95,100,3.47,RU,1730271589
538,necochea,-38.5473,-58.7368,19.23,70,100,5.01,AR,1730271590
539,gillette,44.2911,-105.5022,0.53,95,100,0.45,US,1730271592
540,inari,68.906,27.0288,-1.3,98,100,1.52,FI,1730271593
541,minusinsk,53.7103,91.6875,4.01,52,100,7.81,RU,1730271594
542,al wajh,26.2455,36.4525,25.97,61,0,2.06,SA,1730271595
543,montmagny,48.9734,2.3469,12.02,99,100,2.06,FR,1730271597
544,cambria,35.5641,-121.0808,9.47,90,0,1.34,US,1730271598
545,sao raimundo das mangabeiras,-7.0219,-45.4811,25.69,49,49,0.78,BR,1730271599
546,mbanza kongo,-6.267,14.2401,23.79,73,100,1.83,AO,1730271601
547,papao,-17.75,-149.55,24.82,74,48,8.36,PF,1730271602
548,moroto,2.5345,34.6666,25.67,41,10,2.26,UG,1730271603
549,argo,37.6333,22.7333,20.88,46,0,3.01,GR,1730271605
550,nguigmi,14.2495,13.1092,24.84,19,5,6.33,NE,1730271606
551,farasan,16.7022,42.1183,30.88,70,32,3.8,SA,1730271607
552,hovd,48.0056,91.6419,2.48,35,65,4.72,MN,1730271609
553,santiago de cao,-7.9589,-79.2392,17.07,88,100,4.12,PE,1730271610
554,port saint john's,-31.6229,29.5448,20.48,58,81,7.46,ZA,1730271611
555,turan,16.0678,108.2208,24.99,94,75,0.51,VN,1730271612
556,tobruk,32.0836,23.9764,22.55,48,0,3.38,LY,1730271614
557,guerrero negro,27.9769,-114.0611,16.67,68,0,7.56,MX,1730271615
558,oltinko'l,40.8011,72.1634,15.03,48,0,1.01,UZ,1730271616
559,meizhou,24.2977,116.1072,31.35,33,23,2.81,CN,1730271618
560,haiku-pauwela,20.9219,-156.3051,23.47,80,20,6.71,US,1730271619
561,belisce,45.6803,18.4058,13.28,67,6,0.92,HR,1730271621
562,qarauyl,48.9451,79.255,4.54,43,100,4.3,KZ,1730271622
563,calangute,15.5439,73.7553,28.64,70,16,4.42,IN,1730271624
564,akhty,41.4597,47.7312,7.81,51,30,1.71,RU,1730271625
565,san juan,-31.5375,-68.5364,25.94,33,0,8.87,AR,1730271386
566,borba,-4.3878,-59.5939,28.65,35,100,1.06,BR,1730271628
567,tidjikja,18.5564,-11.4271,24.69,31,100,4.77,MR,1730271629
568,aoulef,26.9667,1.0833,25.03,25,100,3.04,DZ,1730271631
569,micheweni,-4.9667,39.8333,29.56,62,4,1.81,TZ,1730271632
570,flin flon,54.7682,-101.865,-2.73,75,99,2.82,CA,1730271633
